Date,Open,High,Low,Close,Volume
2016-09-15,5356.0,5461.0,5349.55,5452.4,704384
2016-09-16,5473.0,5619.9,5473.0,5573.3,1669960
2016-09-19,5569.0,5569.0,5485.0,5491.9,632835
2016-09-20,5525.0,5560.0,5498.35,5514.85,423083
2016-09-21,5526.0,5542.5,5462.1,5501.25,549370
2016-09-22,5565.35,5634.1,5564.95,5597.1,526494
2016-09-23,5630.0,5630.0,5565.6,5601.8,559592
2016-09-26,5586.0,5625.0,5555.55,5568.9,418297
2016-09-27,5598.95,5599.95,5500.0,5511.4,427991
2016-09-28,5510.6,5555.0,5506.0,5521.8,449876
2016-09-29,5575.0,5577.0,5395.0,5438.6,693217
2016-09-30,5420.0,5497.5,5382.6,5477.3,646631
2016-10-03,5661.0,5720.0,5631.8,5681.0,840940
2016-10-04,5715.15,5717.95,5650.0,5680.0,464913
2016-10-05,5707.0,5767.0,5673.0,5689.2,644731
2016-10-06,5700.0,5745.6,5700.0,5710.45,416860
2016-10-07,5709.45,5717.25,5667.3,5683.8,309473
2016-10-10,5724.9,5734.4,5695.95,5712.35,205840
2016-10-13,5690.0,5752.8,5652.6,5718.55,441169
2016-10-14,5760.2,5766.95,5669.1,5690.45,352350
2016-10-17,5699.0,5699.0,5574.6,5599.1,400595
2016-10-18,5621.0,5645.35,5580.1,5626.7,487798
2016-10-19,5633.7,5647.9,5593.05,5604.6,384608
2016-10-20,5615.0,5683.5,5615.0,5644.5,311728
2016-10-21,5650.5,5670.0,5616.0,5650.2,224567
2016-10-24,5666.0,5748.0,5666.0,5713.9,412403
2016-10-25,5734.0,5799.0,5725.65,5781.45,339506
2016-10-26,5796.6,5898.0,5785.0,5869.1,590811
2016-10-27,5897.0,5948.0,5789.1,5860.15,1864862
2016-10-28,5922.0,5928.55,5865.75,5876.15,935542
2016-10-30,5900.0,5903.75,5880.0,5896.15,61556
2016-11-01,5919.0,5974.0,5855.2,5878.1,1163831
2016-11-02,5805.0,5864.9,5785.0,5794.6,522312
2016-11-03,5799.9,5859.9,5780.0,5805.55,585730
2016-11-04,5789.0,5789.0,5667.3,5704.85,679821
2016-11-07,5763.0,5784.85,5708.0,5715.95,532212
2016-11-08,5727.8,5731.0,5581.5,5669.0,684050
2016-11-09,5305.0,5553.0,5305.0,5392.95,1299603
2016-11-10,5505.5,5517.25,5305.0,5328.5,942971
2016-11-11,5290.0,5292.95,5103.0,5134.25,1058491
2016-11-15,5101.9,5119.05,4806.4,4846.6,2793900
2016-11-16,4924.0,5009.4,4901.55,4990.8,1952224
2016-11-17,5030.0,5048.0,4916.3,4925.55,668715
2016-11-18,4935.0,4989.9,4887.9,4950.9,699355
2016-11-21,4990.0,4990.0,4765.3,4787.45,864696
2016-11-22,4830.0,4956.0,4825.55,4934.55,845997
2016-11-23,4945.0,4945.0,4860.0,4880.85,757744
2016-11-24,4862.0,4883.9,4804.0,4830.15,550368
2016-11-25,4849.0,4905.0,4792.45,4873.6,669501
2016-11-28,4866.0,4913.0,4833.0,4893.75,1387068
2016-11-29,4898.0,5119.0,4896.0,5088.15,874897
2016-11-30,5110.55,5282.0,5100.1,5266.0,1270618
2016-12-01,5266.0,5307.5,5204.25,5252.1,1221883
2016-12-02,5220.0,5236.2,5046.0,5068.1,772281
2016-12-05,5063.9,5219.9,5055.0,5202.95,578935
2016-12-06,5220.0,5261.0,5118.05,5135.2,646660
2016-12-07,5150.95,5209.75,5035.05,5116.65,590462
2016-12-08,5172.0,5269.9,5170.0,5234.6,845955
2016-12-09,5290.0,5312.5,5201.2,5235.0,562518
2016-12-12,5228.0,5228.0,5120.05,5144.4,357439
2016-12-13,5178.75,5207.0,5134.05,5163.15,484291
2016-12-14,5179.95,5214.75,5130.2,5141.05,371699
2016-12-15,5099.95,5197.0,5080.0,5152.05,457317
2016-12-16,5174.5,5207.0,5151.2,5188.65,1170505
2016-12-19,5175.0,5195.45,5104.05,5115.05,369118
2016-12-20,5135.9,5147.5,5072.0,5108.0,377676
2016-12-21,5119.4,5160.0,5073.55,5137.85,413072
2016-12-22,5144.0,5144.0,5053.0,5084.4,399573
2016-12-23,5050.0,5214.0,5041.0,5197.15,589006
2016-12-26,5179.0,5257.8,5151.1,5167.35,510998
2016-12-27,5185.0,5237.4,5117.2,5224.0,486703
2016-12-28,5250.0,5278.0,5219.45,5231.25,595514
2016-12-29,5217.2,5349.0,5217.2,5314.8,655325
2016-12-30,5347.0,5377.9,5303.0,5319.55,559886
2017-01-02,5320.05,5474.2,5267.8,5466.0,651321
2017-01-03,5466.0,5524.2,5432.6,5508.4,631753
2017-01-04,5530.0,5554.7,5494.0,5502.15,679443
2017-01-05,5525.1,5649.9,5525.1,5634.95,744210
2017-01-06,5650.0,5657.3,5597.0,5615.55,544695
2017-01-09,5644.8,5680.0,5610.6,5658.5,345094
2017-01-10,5680.0,5693.7,5641.0,5674.85,410444
2017-01-11,5691.0,5772.9,5691.0,5762.35,539326
2017-01-12,5770.0,5795.0,5742.0,5777.35,421634
2017-01-13,5792.0,5794.0,5683.65,5699.5,1086873
2017-01-16,5697.95,5725.2,5661.0,5676.9,290142
2017-01-17,5690.0,5718.9,5657.05,5669.4,343048
2017-01-18,5685.0,5719.0,5665.0,5684.45,308483
2017-01-19,5675.0,5728.0,5675.0,5718.35,239027
2017-01-20,5717.0,5749.0,5642.0,5668.95,444280
2017-01-23,5668.95,5712.75,5643.8,5700.0,297515
2017-01-24,5704.0,5745.75,5688.95,5737.2,301613
2017-01-25,5763.9,5834.0,5708.05,5802.55,1148793
2017-01-27,5842.0,5927.7,5825.05,5915.9,576906
2017-01-30,5916.0,5939.0,5885.0,5894.95,323448
2017-01-31,5889.0,5934.9,5875.5,5894.25,374637
2017-02-01,5900.0,6203.5,5886.0,6179.2,1212008
2017-02-02,6170.0,6218.35,6130.0,6144.35,745214
2017-02-03,6147.9,6156.65,6096.55,6115.45,304078
2017-02-06,6157.0,6187.0,6125.0,6149.7,322223
2017-02-07,6166.0,6231.5,6144.0,6213.2,456427
2017-02-08,6219.7,6233.9,6165.15,6194.65,410369
2017-02-09,6195.5,6204.0,6111.6,6157.1,511610
2017-02-10,6170.0,6173.75,6096.4,6112.25,284471
2017-02-13,6092.0,6139.9,6002.0,6022.0,404675
2017-02-14,6045.0,6045.0,5928.1,5939.85,439745
2017-02-15,5950.0,5961.8,5842.2,5862.7,609791
2017-02-16,5860.0,6037.95,5860.0,6024.55,576390
2017-02-17,6038.0,6055.85,5955.05,5989.75,326378
2017-02-20,5989.75,6120.75,5912.3,6093.15,504439
2017-02-21,6071.1,6090.65,6043.0,6063.15,287864
2017-02-22,6073.0,6116.15,6040.0,6079.65,431264
2017-02-23,6090.0,6092.1,6015.05,6031.0,461009
2017-02-27,6005.0,6050.95,5940.0,5951.5,394395
2017-02-28,5946.3,6000.0,5914.8,5922.5,558820
2017-03-01,5960.0,5998.8,5885.15,5919.6,559896
2017-03-02,5951.0,5998.8,5900.25,5918.75,473769
2017-03-03,5924.0,5928.95,5875.0,5887.75,362057
2017-03-06,5925.5,5974.8,5912.0,5934.85,361209
2017-03-07,5931.0,5954.0,5881.0,5888.5,373103
2017-03-08,5895.0,5904.9,5800.0,5864.15,639968
2017-03-09,5884.0,5975.0,5864.15,5964.4,598391
2017-03-10,5997.0,6008.4,5936.05,5955.6,443986
2017-03-14,6060.0,6144.4,6010.0,6132.4,875005
2017-03-15,6115.0,6168.8,6092.5,6137.35,384040
2017-03-16,6159.6,6186.3,6131.7,6155.45,252721
2017-03-17,6165.0,6226.8,6150.0,6192.6,1048024
2017-03-20,6220.0,6220.0,6151.1,6158.9,207710
2017-03-21,6164.75,6200.55,6051.85,6076.3,532134
2017-03-22,6046.4,6053.4,5977.4,6005.8,462793
2017-03-23,6015.9,6069.0,6015.9,6034.8,447530
2017-03-24,6047.0,6047.0,5992.1,6004.65,573292
2017-03-27,5977.0,6020.0,5965.65,5985.8,340512
2017-03-28,5971.2,6049.0,5962.55,5974.25,505962
2017-03-29,6008.9,6008.9,5929.35,5944.15,494597
2017-03-30,5965.0,6000.9,5935.05,5956.6,898999
2017-03-31,5952.0,6041.0,5940.1,6015.7,501939
2017-04-03,6095.0,6095.0,6030.0,6072.0,378716
2017-04-05,6110.0,6359.0,6071.05,6342.4,1076674
2017-04-06,6335.0,6336.0,6260.0,6291.65,505863
2017-04-07,6250.0,6336.0,6236.05,6259.35,467235
2017-04-10,6282.0,6307.8,6245.05,6268.85,318486
2017-04-11,6274.8,6305.0,6230.0,6247.8,373105
2017-04-12,6263.9,6263.9,6126.7,6154.5,415372
2017-04-13,6155.0,6175.0,6066.9,6077.95,386820
2017-04-17,6070.6,6137.5,6021.0,6115.55,342286
2017-04-18,6120.0,6234.35,6120.0,6137.15,453391
