Date,Open,High,Low,Close,Volume
2016-09-15,19927.6,19955.4,19730.25,19837.55,68388707.0
2016-09-16,19935.85,20227.2,19783.6,19855.45,139007912.0
2016-09-19,19892.2,20014.4,19849.65,19906.85,64684600.0
2016-09-20,19957.35,19964.3,19797.5,19852.3,55715315.0
2016-09-21,19902.7,19937.85,19749.95,19828.45,62251845.0
2016-09-22,20153.1,20264.8,19996.9,20109.6,102577164.0
2016-09-23,20136.75,20137.55,19861.45,19901.8,96847196.0
2016-09-26,19792.2,19794.15,19568.35,19591.75,73982979.0
2016-09-27,19652.95,19696.45,19479.15,19518.7,65845836.0
2016-09-28,19542.0,19700.0,19509.65,19653.55,117247682.0
2016-09-29,19762.3,19793.2,19059.05,19183.65,239435196.0
2016-09-30,19116.0,19330.85,19085.2,19285.7,84247936.0
2016-10-03,19395.55,19611.25,19363.95,19589.05,66410113.0
2016-10-04,19641.75,19747.45,19527.35,19672.7,113388061.0
2016-10-05,19801.3,19816.5,19492.8,19536.85,91727046.0
2016-10-06,19518.55,19570.7,19325.8,19395.05,74619781.0
2016-10-07,19398.05,19456.0,19318.0,19400.1,62681646.0
2016-10-10,19489.5,19501.45,19351.35,19378.55,40907508.0
2016-10-13,19295.55,19295.55,18824.4,18954.25,95148972.0
2016-10-14,19016.7,19053.5,18926.15,19020.15,61797883.0
2016-10-17,19136.3,19241.75,19002.45,19070.4,123597409.0
2016-10-18,19174.7,19511.8,19162.85,19495.05,104276455.0
2016-10-19,19570.05,19576.3,19322.75,19412.1,65347496.0
2016-10-20,19493.9,19722.85,19479.25,19658.7,97604833.0
2016-10-21,19636.4,19744.0,19516.4,19710.9,69230448.0
2016-10-24,19763.85,19897.85,19751.65,19807.9,77828035.0
2016-10-25,19907.7,19922.7,19711.95,19834.9,90588204.0
2016-10-26,19581.7,19725.9,19434.5,19483.6,143827550.0
2016-10-27,19452.0,19544.2,19252.1,19514.6,87647894.0
2016-10-28,19507.85,19589.7,19362.0,19555.95,68877003.0
2016-10-30,19657.8,19666.8,19484.65,19523.55,8938951.0
2016-11-01,19578.6,19591.65,19417.3,19458.6,61792854.0
2016-11-02,19223.5,19296.55,19158.75,19227.9,74364554.0
2016-11-03,19201.95,19319.65,19119.3,19178.7,65915418.0
2016-11-04,19223.85,19223.9,18961.15,19058.1,76173129.0
2016-11-07,19317.85,19378.0,19233.0,19356.0,77290268.0
2016-11-08,19490.75,19549.45,19322.15,19500.8,83951456.0
2016-11-09,18270.9,19587.8,18143.7,19518.25,169946993.0
2016-11-10,19827.5,20283.15,19787.45,20200.25,212502782.0
2016-11-11,20033.85,20309.65,19704.35,19738.8,197925973.0
2016-11-15,19808.35,19861.75,19240.45,19289.75,208769377.0
2016-11-16,19591.25,19611.9,19088.4,19108.1,134590517.0
2016-11-17,19115.9,19328.75,19009.85,19087.85,106724890.0
2016-11-18,19180.3,19216.35,18897.1,18959.05,79393592.0
2016-11-21,19063.8,19075.95,18351.25,18446.4,135622966.0
2016-11-22,18626.7,18650.5,18322.7,18548.65,119912505.0
2016-11-23,18660.55,18669.05,18449.7,18540.9,73799835.0
2016-11-24,18476.0,18476.35,18215.8,18256.1,120482500.0
